invoice_id,customer_id,product_id,quantity,unit_price,order_date,revenue
17490,252,46,5,40.14,2025-03-07,200.7
17491,76,10,4,16.11,2025-07-01,64.44
17492,176,114,3,20.14,2024-04-13,60.42
17493,606,70,2,55.27,2025-04-14,110.54
17494,529,43,2,32.04,2025-02-07,64.08
17495,437,119,1,18.81,2025-06-05,18.81
17496,387,40,4,7.34,2025-12-21,29.36
17497,656,15,3,61.53,2025-12-16,184.59
17498,641,25,2,58.63,2024-05-13,117.26
17499,293,66,1,53.59,2025-09-28,53.59
17500,719,45,4,69.2,2025-07-12,276.8
17501,431,16,3,7.99,2025-09-30,23.97
17502,311,68,4,39.51,2024-03-23,158.04
17503,529,70,5,55.27,2024-03-02,276.35
17504,529,12,3,64.05,2024-01-16,192.15
17505,34,94,1,92.23,2025-06-06,92.23
17506,316,8,5,72.9,2025-05-09,364.5
17507,798,28,2,182.08,2024-05-08,364.16
17508,252,7,3,61.52,2024-08-02,184.56
17509,317,31,3,54.69,2025-03-05,164.07
17510,718,39,4,64.74,2025-07-14,258.96
17511,155,18,1,11.43,2024-06-03,11.43
17512,81,45,6,69.2,2025-03-19,415.2
17513,683,111,5,17.55,2024-12-30,87.75
17514,167,82,3,12.04,2025-08-11,36.12
17515,645,116,1,24.71,2025-02-13,24.71
17516,529,56,3,29.99,2024-10-16,89.97
17517,529,53,1,6.21,2024-05-06,6.21
17518,91,89,6,32.96,2025-09-19,197.76
17519,457,102,2,40.39,2025-07-13,80.78
17520,494,78,5,10.87,2024-05-30,54.35
17521,448,46,1,40.14,2025-11-15,40.14
17522,420,51,3,90.07,2024-08-18,270.21
17523,342,66,5,53.59,2024-10-21,267.95
17524,459,50,5,8.2,2024-07-02,41.0
17525,581,10,5,16.11,2025-06-13,80.55
17526,294,37,4,249.65,2025-07-03,998.6
17527,24,72,4,46.06,2025-02-18,184.24
17528,275,63,1,6.0,2024-12-21,6.0
17529,687,53,1,6.21,2024-02-14,6.21
17530,190,76,2,104.62,2025-01-14,209.24
17531,320,79,6,11.95,2024-10-12,71.7
17532,75,42,6,81.71,2024-07-09,490.26
17533,261,74,1,33.89,2024-05-01,33.89
17534,565,63,1,6.0,2024-11-14,6.0
17535,529,9,5,104.16,2025-03-10,520.8
17536,7,63,2,6.0,2025-05-23,12.0
17537,146,117,6,48.92,2025-10-19,293.52
17538,710,30,4,185.82,2024-02-24,743.28
17539,794,93,2,48.58,2024-06-16,97.16
17540,56,61,6,16.45,2024-07-25,98.7
17541,94,62,4,33.33,2025-07-17,133.32
17542,671,58,5,76.78,2025-09-10,383.9
17543,746,63,1,6.0,2024-03-23,6.0
17544,84,105,3,380.37,2024-02-03,1141.11
17545,774,8,2,72.9,2024-10-31,145.8
17546,751,41,4,30.28,2024-04-29,121.12
17547,257,49,6,119.93,2025-05-23,719.58
17548,602,97,5,141.47,2025-04-22,707.35
17549,623,61,5,16.45,2025-02-28,82.25
17550,35,37,6,249.65,2024-04-17,1497.9
17551,724,63,4,6.0,2024-06-08,24.0
17552,621,18,3,11.43,2025-12-01,34.29
17553,570,110,1,20.1,2025-06-03,20.1
17554,273,93,5,48.58,2025-10-25,242.9
17555,303,16,6,7.99,2025-04-22,47.94
17556,670,107,3,80.59,2025-01-08,241.77
17557,755,73,6,57.28,2024-05-03,343.68
17558,72,63,4,6.0,2024-12-14,24.0
17559,239,63,5,6.0,2024-06-18,30.0
17560,562,18,1,11.43,2025-04-28,11.43
17561,757,64,5,52.6,2025-06-25,263.0
17562,535,24,4,31.17,2025-06-19,124.68
17563,599,25,4,58.63,2024-05-20,234.52
17564,636,108,5,12.15,2024-02-27,60.75
17565,570,112,4,74.5,2024-04-24,298.0
17566,780,83,1,61.86,2025-03-12,61.86
17567,28,88,6,68.81,2025-06-08,412.86
17568,102,76,5,104.62,2025-04-26,523.1
17569,794,59,2,19.24,2024-05-12,38.48
17570,732,74,6,33.89,2025-09-02,203.34
17571,719,12,5,64.05,2025-10-10,320.25
17572,794,115,3,30.74,2025-05-07,92.22
17573,457,40,1,7.34,2025-07-02,7.34
17574,209,90,3,8.48,2024-08-20,25.44
17575,34,84,4,64.49,2025-07-27,257.96
17576,701,27,1,59.86,2024-07-05,59.86
17577,651,51,5,90.07,2024-01-16,450.35
17578,535,112,6,74.5,2025-07-16,447.0
17579,368,94,3,92.23,2025-04-21,276.69
17580,706,17,5,5.46,2024-02-02,27.3
17581,16,34,6,32.99,2024-09-20,197.94
17582,530,32,3,34.6,2024-07-17,103.8
17583,651,64,2,52.6,2024-08-06,105.2
17584,714,117,2,48.92,2024-06-15,97.84
17585,794,60,1,78.3,2025-02-04,78.3
17586,523,114,4,20.14,2025-09-08,80.56
17587,530,101,4,11.46,2025-07-18,45.84
17588,349,16,4,7.99,2024-09-22,31.96
17589,392,30,4,185.82,2024-01-21,743.28
17590,387,91,4,107.6,2025-11-29,430.4
17591,540,64,1,52.6,2025-03-23,52.6
17592,529,37,1,249.65,2024-09-08,249.65
17593,514,43,3,32.04,2025-12-14,96.12
17594,604,53,2,6.21,2024-04-01,12.42
17595,331,72,6,46.06,2024-04-28,276.36
17596,681,10,3,16.11,2024-05-28,48.33
17597,387,52,1,59.6,2025-05-06,59.6
17598,761,30,2,185.82,2024-07-21,371.64
17599,364,64,6,52.6,2025-06-19,315.6
17600,625,100,2,33.52,2024-10-15,67.04
17601,688,101,6,11.46,2025-12-12,68.76
17602,104,24,5,31.17,2024-08-15,155.85
17603,514,113,3,46.14,2025-07-08,138.42
17604,692,107,5,80.59,2024-03-08,402.95
17605,234,50,1,8.2,2024-11-04,8.2
17606,747,2,6,44.93,2025-03-11,269.58
17607,529,33,1,32.06,2024-01-16,32.06
17608,326,98,2,6.8,2024-02-17,13.6
17609,151,30,3,185.82,2024-03-13,557.46
17610,383,84,6,64.49,2025-01-08,386.94
17611,623,45,6,69.2,2025-07-17,415.2
17612,797,45,6,69.2,2024-10-24,415.2
17613,397,56,2,29.99,2024-08-24,59.98
17614,529,103,5,8.94,2024-12-03,44.7
17615,251,108,5,12.15,2024-04-02,60.75
17616,86,15,3,61.53,2024-01-18,184.59
17617,670,82,3,12.04,2025-05-25,36.12
17618,416,97,2,141.47,2025-05-17,282.94
17619,459,103,5,8.94,2025-03-10,44.7
17620,692,3,1,30.96,2024-11-23,30.96
17621,457,99,5,19.12,2024-12-11,95.6
17622,331,76,1,104.62,2024-05-20,104.62
17623,494,109,1,20.83,2025-04-04,20.83
17624,745,6,3,73.75,2024-04-10,221.25
17625,135,16,5,7.99,2025-01-16,39.95
17626,625,18,4,11.43,2025-06-02,45.72
17627,88,9,3,104.16,2024-09-22,312.48
17628,160,23,6,143.58,2024-02-16,861.48
17629,623,113,5,46.14,2025-04-17,230.7
17630,164,109,6,20.83,2025-01-27,124.98
17631,19,16,3,7.99,2024-10-26,23.97
17632,423,16,6,7.99,2025-01-13,47.94
17633,630,53,4,6.21,2025-04-18,24.84
17634,455,28,1,182.08,2025-01-01,182.08
17635,58,44,1,3.7,2024-01-28,3.7
17636,444,108,1,12.15,2025-05-27,12.15
17637,448,119,3,18.81,2025-01-28,56.43
17638,654,116,6,24.71,2025-05-07,148.26
17639,483,34,6,32.99,2024-08-23,197.94
17640,457,43,6,32.04,2024-03-03,192.24
17641,228,88,4,68.81,2024-11-21,275.24
17642,317,5,2,26.61,2025-06-26,53.22
17643,18,3,2,30.96,2025-03-28,61.92
17644,312,39,1,64.74,2024-11-04,64.74
17645,459,69,3,50.68,2025-12-23,152.04
17646,442,55,2,82.67,2025-01-27,165.34
17647,40,8,5,72.9,2024-06-25,364.5
17648,342,34,4,32.99,2025-12-02,131.96
17649,479,34,2,32.99,2025-04-06,65.98
17650,194,81,5,37.15,2024-11-03,185.75
17651,799,66,4,53.59,2025-03-02,214.36
17652,420,39,2,64.74,2024-01-11,129.48
17653,433,79,4,11.95,2025-11-30,47.8
17654,218,101,4,11.46,2024-03-10,45.84
17655,697,99,6,19.12,2024-07-30,114.72
17656,777,23,2,143.58,2025-07-15,287.16
17657,794,28,4,182.08,2025-05-02,728.32
17658,412,22,2,60.4,2025-01-01,120.8
17659,529,78,2,10.87,2025-06-25,21.74
17660,420,118,5,269.51,2025-05-01,1347.55
17661,529,117,4,48.92,2025-11-18,195.68
17662,550,68,3,39.51,2025-06-13,118.53
17663,751,8,5,72.9,2025-02-06,364.5
17664,529,88,2,68.81,2024-06-29,137.62
17665,51,70,3,55.27,2025-01-14,165.81
17666,635,96,3,335.97,2024-01-07,1007.91
17667,345,8,1,72.9,2025-12-04,72.9
17668,478,17,5,5.46,2024-05-28,27.3
17669,457,66,5,53.59,2025-03-04,267.95
17670,599,74,3,33.89,2025-09-02,101.67
17671,690,60,4,78.3,2024-09-20,313.2
17672,634,64,3,52.6,2024-07-15,157.8
17673,540,87,6,40.71,2024-11-25,244.26
17674,405,91,1,107.6,2025-04-30,107.6
17675,459,44,4,3.7,2025-05-26,14.8
17676,565,39,3,64.74,2024-09-17,194.22
17677,163,21,1,100.98,2025-08-23,100.98
17678,559,13,1,13.39,2024-09-04,13.39
17679,675,2,5,44.93,2024-09-22,224.65
17680,151,117,2,48.92,2025-05-03,97.84
17681,221,37,4,249.65,2024-05-13,998.6
17682,438,62,2,33.33,2024-07-03,66.66
17683,54,83,2,61.86,2024-06-28,123.72
17684,777,55,2,82.67,2025-05-08,165.34
17685,92,57,1,47.67,2025-04-20,47.67
17686,674,101,6,11.46,2025-05-16,68.76
17687,420,91,1,107.6,2025-05-18,107.6
17688,96,99,2,19.12,2024-02-28,38.24
17689,636,58,2,76.78,2025-09-23,153.56
17690,723,106,3,7.75,2024-04-26,23.25
17691,308,112,5,74.5,2025-02-17,372.5
17692,513,120,2,56.35,2024-02-03,112.7
17693,379,54,1,48.43,2025-03-11,48.43
17694,787,112,1,74.5,2024-07-31,74.5
17695,522,2,2,44.93,2024-07-10,89.86
17696,32,57,2,47.67,2025-02-27,95.34
17697,798,57,5,47.67,2025-07-16,238.35
17698,16,57,3,47.67,2024-07-07,143.01
17699,536,106,3,7.75,2025-05-22,23.25
17700,672,63,1,6.0,2025-03-08,6.0
17701,494,58,1,76.78,2025-04-06,76.78
17702,449,55,1,82.67,2024-08-09,82.67
17703,655,58,1,76.78,2025-02-13,76.78
17704,758,115,4,30.74,2024-02-10,122.96
17705,728,4,6,21.16,2024-01-12,126.96
17706,776,39,3,64.74,2025-08-20,194.22
17707,210,60,2,78.3,2025-02-27,156.6
17708,679,94,2,92.23,2024-09-16,184.46
17709,748,65,4,365.21,2025-08-14,1460.84
17710,240,60,1,78.3,2025-03-27,78.3
17711,163,70,3,55.27,2025-03-30,165.81
17712,420,90,2,8.48,2025-07-22,16.96
17713,8,10,2,16.11,2025-07-30,32.22
17714,34,3,4,30.96,2024-11-28,123.84
17715,276,109,2,20.83,2024-12-24,41.66
17716,529,86,5,32.28,2025-07-17,161.4
17717,334,78,6,10.87,2025-09-10,65.22
17718,231,113,5,46.14,2024-08-18,230.7
17719,124,81,6,37.15,2024-06-10,222.9
17720,797,100,4,33.52,2024-07-03,134.08
17721,494,11,1,26.16,2024-06-12,26.16
17722,732,120,1,56.35,2025-01-31,56.35
17723,237,82,6,12.04,2024-02-18,72.24
17724,312,70,5,55.27,2025-03-15,276.35
17725,54,1,4,50.13,2025-03-05,200.52
17726,436,4,6,21.16,2024-12-05,126.96
17727,670,70,4,55.27,2024-06-19,221.08
17728,494,57,3,47.67,2024-12-30,143.01
17729,794,74,5,33.89,2025-05-15,169.45
17730,280,92,6,10.94,2025-10-03,65.64
17731,524,39,1,64.74,2025-04-08,64.74
17732,579,101,5,11.46,2025-07-13,57.3
17733,423,52,1,59.6,2025-03-04,59.6
17734,603,68,3,39.51,2025-02-26,118.53
17735,686,80,1,190.09,2024-06-22,190.09
17736,34,32,1,34.6,2025-11-12,34.6
17737,570,19,1,3.72,2025-08-01,3.72
17738,789,86,2,32.28,2025-09-01,64.56
17739,37,22,2,60.4,2024-03-20,120.8
17740,743,107,3,80.59,2024-08-31,241.77
17741,529,32,3,34.6,2024-09-22,103.8
17742,494,119,1,18.81,2025-08-21,18.81
17743,242,10,2,16.11,2024-12-22,32.22
17744,788,73,2,57.28,2024-07-30,114.56
17745,180,85,2,81.24,2024-09-07,162.48
17746,355,44,1,3.7,2024-06-06,3.7
17747,657,2,6,44.93,2024-12-05,269.58
17748,342,81,1,37.15,2024-04-26,37.15
17749,529,106,6,7.75,2024-08-19,46.5
17750,797,69,3,50.68,2024-12-02,152.04
17751,648,27,6,59.86,2024-02-04,359.16
17752,243,57,4,47.67,2025-08-17,190.68
17753,459,13,5,13.39,2025-07-27,66.95
17754,303,44,2,3.7,2025-09-30,7.4
17755,202,33,2,32.06,2024-07-16,64.12
17756,712,44,3,3.7,2024-09-09,11.1
17757,390,57,2,47.67,2025-08-29,95.34
17758,420,86,1,32.28,2025-07-04,32.28
17759,27,22,5,60.4,2025-07-05,302.0
17760,800,58,2,76.78,2024-05-05,153.56
17761,123,8,3,72.9,2024-10-03,218.7
17762,85,83,5,61.86,2024-02-28,309.3
17763,432,1,3,50.13,2025-09-04,150.39
17764,388,54,5,48.43,2025-09-07,242.15
17765,529,27,1,59.86,2024-04-30,59.86
17766,146,81,4,37.15,2025-02-15,148.6
17767,210,96,4,335.97,2025-04-15,1343.88
17768,318,99,3,19.12,2024-10-11,57.36
17769,163,114,1,20.14,2025-01-28,20.14
17770,190,20,3,23.62,2025-10-18,70.86
17771,86,43,2,32.04,2025-04-03,64.08
17772,342,116,1,24.71,2025-08-23,24.71
17773,132,104,4,15.44,2025-04-02,61.76
17774,71,106,2,7.75,2024-04-12,15.5
17775,457,37,2,249.65,2025-02-14,499.3
17776,126,54,4,48.43,2024-10-07,193.72
17777,457,18,2,11.43,2025-11-14,22.86
17778,690,113,6,46.14,2025-02-12,276.84
17779,266,104,1,15.44,2024-05-25,15.44
17780,555,30,5,185.82,2025-03-11,929.1
17781,115,20,2,23.62,2024-01-28,47.24
17782,7,69,5,50.68,2024-06-11,253.4
17783,529,9,5,104.16,2024-10-02,520.8
17784,326,106,2,7.75,2024-10-03,15.5
17785,55,43,2,32.04,2025-12-23,64.08
17786,95,84,3,64.49,2025-12-08,193.47
17787,249,94,3,92.23,2024-12-29,276.69
17788,13,77,1,145.42,2024-10-04,145.42
17789,220,70,2,55.27,2024-04-12,110.54
17790,519,32,1,34.6,2024-11-02,34.6
17791,255,4,1,21.16,2025-06-13,21.16
17792,688,89,4,32.96,2025-08-28,131.84
17793,444,97,2,141.47,2024-09-24,282.94
17794,452,100,2,33.52,2025-01-18,67.04
17795,546,9,3,104.16,2024-05-14,312.48
17796,157,60,1,78.3,2025-05-28,78.3
17797,494,37,6,249.65,2024-09-17,1497.9
17798,529,96,6,335.97,2024-11-25,2015.82
17799,555,107,5,80.59,2024-04-22,402.95
17800,529,87,6,40.71,2024-01-08,244.26
17801,315,41,5,30.28,2025-05-09,151.4
17802,457,88,4,68.81,2025-05-19,275.24
17803,529,118,5,269.51,2024-07-22,1347.55
17804,791,24,2,31.17,2024-06-23,62.34
17805,528,91,5,107.6,2025-03-16,538.0
17806,351,36,3,5.91,2025-09-24,17.73
17807,777,58,2,76.78,2024-12-14,153.56
17808,453,64,5,52.6,2025-11-12,263.0
17809,309,63,4,6.0,2024-10-08,24.0
17810,51,95,5,22.36,2024-12-07,111.8
17811,529,6,3,73.75,2025-06-23,221.25
17812,482,9,6,104.16,2025-07-08,624.96
17813,178,42,3,81.71,2025-12-17,245.13
17814,426,19,4,3.72,2024-05-18,14.88
17815,397,86,2,32.28,2024-01-19,64.56
17816,598,101,3,11.46,2025-02-11,34.38
17817,457,74,6,33.89,2025-08-21,203.34
17818,636,98,3,6.8,2024-11-08,20.4
17819,758,21,6,100.98,2024-11-22,605.88
17820,596,70,1,55.27,2025-08-22,55.27
17821,387,37,5,249.65,2024-06-11,1248.25
17822,179,12,3,64.05,2024-01-09,192.15
17823,613,41,5,30.28,2024-07-06,151.4
17824,350,80,6,190.09,2025-10-12,1140.54
17825,398,74,3,33.89,2025-04-02,101.67
17826,179,49,4,119.93,2024-07-12,479.72
17827,528,25,3,58.63,2024-07-03,175.89
17828,529,41,1,30.28,2024-06-22,30.28
17829,648,9,2,104.16,2024-10-07,208.32
17830,82,40,5,7.34,2025-08-10,36.7
17831,181,34,1,32.99,2024-01-14,32.99
17832,529,55,6,82.67,2025-03-03,496.02
17833,390,10,6,16.11,2025-03-30,96.66
17834,34,26,4,79.43,2025-02-12,317.72
17835,1,40,3,7.34,2024-02-23,22.02
17836,791,1,3,50.13,2025-03-16,150.39
17837,203,99,1,19.12,2025-05-03,19.12
17838,680,12,6,64.05,2024-02-10,384.3
17839,19,4,2,21.16,2025-09-21,42.32
17840,70,68,6,39.51,2024-03-27,237.06
17841,512,90,2,8.48,2025-01-14,16.96
17842,623,54,5,48.43,2025-09-26,242.15
17843,185,101,2,11.46,2024-11-01,22.92
17844,681,34,1,32.99,2024-03-29,32.99
17845,781,93,2,48.58,2025-01-26,97.16
17846,689,85,6,81.24,2024-02-17,487.44
17847,415,116,1,24.71,2025-06-25,24.71
17848,148,47,4,106.64,2025-11-05,426.56
17849,34,99,4,19.12,2024-10-14,76.48
17850,392,78,6,10.87,2025-03-04,65.22
17851,674,107,1,80.59,2025-04-30,80.59
17852,794,117,2,48.92,2025-02-04,97.84
17853,298,26,6,79.43,2025-06-22,476.58
17854,568,5,3,26.61,2024-01-11,79.83
17855,16,7,3,61.52,2024-08-21,184.56
17856,447,102,2,40.39,2024-10-04,80.78
17857,418,118,4,269.51,2025-03-11,1078.04
17858,529,36,2,5.91,2025-11-20,11.82
17859,102,61,2,16.45,2025-02-24,32.9
17860,107,53,6,6.21,2025-09-24,37.26
17861,274,119,6,18.81,2024-04-05,112.86
17862,793,88,3,68.81,2024-05-20,206.43
17863,774,116,6,24.71,2024-04-11,148.26
17864,387,64,3,52.6,2024-10-21,157.8
17865,110,84,6,64.49,2024-07-20,386.94
17866,443,114,4,20.14,2025-04-26,80.56
17867,529,86,4,32.28,2025-06-19,129.12
17868,361,62,4,33.33,2024-02-02,133.32
17869,418,92,6,10.94,2024-08-01,65.64
17870,648,34,5,32.99,2024-10-26,164.95
17871,188,42,1,81.71,2024-10-11,81.71
17872,720,43,1,32.04,2025-04-29,32.04
17873,336,1,3,50.13,2024-04-12,150.39
17874,464,10,4,16.11,2024-01-21,64.44
17875,799,38,4,96.76,2025-09-26,387.04
17876,529,104,2,15.44,2024-06-25,30.88
17877,312,15,2,61.53,2024-02-12,123.06
17878,721,20,3,23.62,2025-07-27,70.86
17879,232,98,3,6.8,2024-09-30,20.4
17880,630,29,1,307.74,2025-05-23,307.74
17881,175,63,3,6.0,2024-12-19,18.0
17882,420,19,3,3.72,2024-07-20,11.16
17883,459,81,4,37.15,2025-08-09,148.6
17884,269,74,5,33.89,2024-01-12,169.45
17885,170,44,3,3.7,2025-07-02,11.1
17886,371,116,2,24.71,2025-01-22,49.42
17887,682,63,2,6.0,2025-03-04,12.0
17888,496,106,1,7.75,2024-10-14,7.75
17889,544,72,2,46.06,2024-07-21,92.12
17890,466,11,6,26.16,2025-12-24,156.96
17891,282,105,6,380.37,2024-01-13,2282.22
17892,794,72,1,46.06,2025-09-01,46.06
17893,342,44,5,3.7,2024-12-11,18.5
17894,529,117,3,48.92,2025-05-08,146.76
17895,599,83,3,61.86,2024-06-27,185.58
17896,85,39,6,64.74,2024-10-12,388.44
17897,252,90,5,8.48,2025-09-09,42.4
17898,18,66,1,53.59,2025-08-18,53.59
17899,638,23,4,143.58,2025-06-30,574.32
17900,72,6,6,73.75,2025-03-13,442.5
17901,40,102,4,40.39,2025-10-25,161.56
17902,529,82,6,12.04,2024-04-06,72.24
17903,311,60,4,78.3,2025-06-01,313.2
17904,788,11,5,26.16,2024-09-25,130.8
17905,293,116,4,24.71,2024-02-22,98.84
17906,392,63,4,6.0,2024-03-25,24.0
17907,494,113,4,46.14,2025-10-29,184.56
17908,791,23,3,143.58,2025-03-01,430.74
17909,270,102,4,40.39,2025-04-23,161.56
17910,130,112,4,74.5,2024-08-27,298.0
17911,396,62,1,33.33,2025-01-11,33.33
17912,529,90,6,8.48,2024-03-30,50.88
17913,471,89,5,32.96,2025-09-15,164.8
17914,510,34,1,32.99,2024-06-01,32.99
17915,437,75,6,19.35,2024-06-19,116.1
17916,513,68,1,39.51,2024-01-12,39.51
17917,635,68,3,39.51,2024-12-08,118.53
17918,34,87,4,40.71,2025-10-27,162.84
17919,681,110,5,20.1,2025-01-29,100.5
17920,20,50,2,8.2,2025-01-07,16.4
17921,405,62,4,33.33,2024-02-04,133.32
17922,342,16,1,7.99,2024-08-21,7.99
17923,561,43,4,32.04,2024-09-30,128.16
17924,747,1,5,50.13,2025-06-05,250.65
17925,261,118,1,269.51,2025-02-09,269.51
17926,457,75,4,19.35,2025-11-12,77.4
17927,221,62,4,33.33,2025-04-27,133.32
17928,555,2,1,44.93,2025-07-15,44.93
17929,769,75,2,19.35,2024-07-06,38.7
17930,416,66,4,53.59,2025-08-11,214.36
17931,529,38,1,96.76,2025-09-21,96.76
17932,18,41,5,30.28,2025-04-07,151.4
17933,460,17,5,5.46,2025-03-17,27.3
17934,338,40,5,7.34,2024-12-03,36.7
17935,535,102,1,40.39,2025-01-31,40.39
17936,457,31,2,54.69,2025-08-09,109.38
17937,408,56,3,29.99,2025-11-27,89.97
17938,663,72,6,46.06,2025-06-11,276.36
17939,549,20,5,23.62,2025-05-08,118.1
17940,794,68,1,39.51,2024-11-18,39.51
17941,651,102,6,40.39,2024-11-26,242.34
17942,688,116,6,24.71,2025-10-14,148.26
17943,315,6,2,73.75,2024-05-22,147.5
17944,671,16,6,7.99,2025-04-11,47.94
17945,52,80,6,190.09,2025-07-28,1140.54
17946,418,96,6,335.97,2024-03-20,2015.82
17947,494,22,4,60.4,2025-11-30,241.6
17948,580,9,1,104.16,2025-02-20,104.16
17949,387,104,2,15.44,2024-03-03,30.88
17950,623,101,4,11.46,2024-06-15,45.84
17951,514,103,6,8.94,2024-01-16,53.64
17952,457,33,5,32.06,2025-08-18,160.3
17953,185,65,5,365.21,2025-09-22,1826.05
17954,72,69,5,50.68,2025-07-03,253.4
17955,765,30,4,185.82,2024-05-02,743.28
17956,499,27,4,59.86,2025-12-20,239.44
17957,332,119,2,18.81,2024-08-26,37.62
17958,448,4,4,21.16,2024-01-07,84.64
17959,487,64,3,52.6,2025-09-17,157.8
17960,277,93,4,48.58,2025-08-24,194.32
17961,311,105,1,380.37,2024-07-30,380.37
17962,573,58,5,76.78,2025-07-02,383.9
17963,544,67,6,6.62,2024-08-28,39.72
17964,794,42,1,81.71,2025-11-21,81.71
17965,629,40,3,7.34,2024-11-05,22.02
17966,544,112,6,74.5,2025-09-07,447.0
17967,546,43,1,32.04,2024-10-16,32.04
17968,358,94,5,92.23,2025-09-17,461.15
17969,794,50,4,8.2,2024-01-28,32.8
17970,798,4,5,21.16,2024-07-02,105.8
17971,57,87,3,40.71,2025-07-05,122.13
17972,427,3,1,30.96,2025-01-11,30.96
17973,273,14,5,18.35,2025-06-27,91.75
17974,165,85,3,81.24,2024-08-25,243.72
17975,499,84,5,64.49,2024-10-11,322.45
17976,529,73,2,57.28,2024-02-25,114.56
17977,554,85,6,81.24,2025-11-25,487.44
17978,670,29,1,307.74,2025-04-22,307.74
17979,582,23,1,143.58,2025-02-28,143.58
17980,457,101,1,11.46,2025-01-30,11.46
17981,529,94,6,92.23,2024-10-04,553.38
17982,529,14,6,18.35,2024-04-26,110.1
17983,342,69,6,50.68,2025-06-24,304.08
17984,515,100,1,33.52,2024-04-15,33.52
17985,383,113,3,46.14,2025-08-17,138.42
17986,754,111,6,17.55,2024-05-25,105.3
17987,739,48,6,30.36,2025-06-07,182.16
17988,86,56,1,29.99,2024-07-23,29.99
17989,775,59,1,19.24,2024-04-27,19.24
17990,457,108,5,12.15,2024-06-08,60.75
17991,406,76,3,104.62,2024-02-13,313.86
17992,433,2,1,44.93,2024-07-27,44.93
17993,34,76,6,104.62,2025-07-06,627.72
17994,34,9,6,104.16,2024-03-08,624.96
17995,438,52,4,59.6,2024-06-02,238.4
17996,480,102,5,40.39,2025-02-28,201.95
17997,494,100,6,33.52,2024-10-30,201.12
17998,677,28,5,182.08,2024-11-30,910.4
17999,610,22,1,60.4,2025-11-07,60.4
18000,688,55,4,82.67,2024-05-30,330.68
18001,467,98,6,6.8,2025-08-16,40.8
18002,793,32,5,34.6,2024-07-07,173.0
18003,529,103,4,8.94,2025-10-08,35.76
18004,292,12,1,64.05,2025-03-05,64.05
18005,494,2,4,44.93,2025-08-29,179.72
18006,543,40,6,7.34,2025-09-06,44.04
18007,724,117,4,48.92,2024-04-22,195.68
18008,178,103,4,8.94,2025-02-19,35.76
18009,387,40,1,7.34,2025-07-24,7.34
18010,34,18,2,11.43,2024-01-18,22.86
18011,257,62,1,33.33,2025-04-12,33.33
18012,49,94,2,92.23,2025-03-07,184.46
18013,203,105,3,380.37,2024-10-14,1141.11
18014,285,29,3,307.74,2025-09-01,923.22
18015,383,5,6,26.61,2024-07-07,159.66
18016,529,85,3,81.24,2025-06-18,243.72
18017,538,3,4,30.96,2024-01-07,123.84
18018,73,18,1,11.43,2024-10-29,11.43
18019,658,76,6,104.62,2024-05-26,627.72
18020,312,23,6,143.58,2025-01-17,861.48
18021,228,76,5,104.62,2024-01-20,523.1
18022,524,92,2,10.94,2024-08-16,21.88
18023,441,52,2,59.6,2024-01-10,119.2
18024,191,57,3,47.67,2025-08-06,143.01
18025,435,32,6,34.6,2024-03-01,207.6
18026,264,6,4,73.75,2025-10-26,295.0
18027,622,79,1,11.95,2024-05-15,11.95
18028,751,107,3,80.59,2024-09-05,241.77
18029,380,16,2,7.99,2025-12-07,15.98
18030,318,75,3,19.35,2024-12-29,58.05
18031,237,53,4,6.21,2024-09-18,24.84
18032,459,1,1,50.13,2025-12-17,50.13
18033,485,84,4,64.49,2025-01-11,257.96
18034,636,62,3,33.33,2025-11-26,99.99
18035,18,42,2,81.71,2025-02-13,163.42
18036,670,104,3,15.44,2025-06-06,46.32
18037,494,77,1,145.42,2024-12-26,145.42
18038,711,117,5,48.92,2025-04-07,244.6
18039,799,114,2,20.14,2025-06-14,40.28
18040,371,29,6,307.74,2025-02-13,1846.44
18041,404,15,2,61.53,2024-05-10,123.06
18042,249,30,1,185.82,2025-01-25,185.82
18043,395,42,4,81.71,2025-09-10,326.84
18044,633,13,5,13.39,2025-02-21,66.95
18045,302,91,1,107.6,2024-05-12,107.6
18046,376,113,3,46.14,2025-08-03,138.42
18047,668,52,6,59.6,2024-06-27,357.6
18048,137,96,1,335.97,2024-09-19,335.97
18049,194,120,5,56.35,2025-01-31,281.75
18050,193,33,4,32.06,2025-07-31,128.24
18051,529,117,1,48.92,2025-01-28,48.92
18052,411,68,1,39.51,2025-04-09,39.51
18053,780,76,5,104.62,2025-08-20,523.1
18054,400,30,2,185.82,2024-12-19,371.64
18055,382,15,5,61.53,2025-09-07,307.65
18056,529,91,2,107.6,2025-08-25,215.2
18057,747,57,5,47.67,2025-07-15,238.35
18058,262,63,3,6.0,2025-07-20,18.0
18059,592,79,4,11.95,2025-07-23,47.8
18060,466,80,6,190.09,2025-05-22,1140.54
18061,435,58,2,76.78,2025-01-16,153.56
18062,748,12,4,64.05,2024-01-13,256.2
18063,312,15,2,61.53,2024-09-17,123.06
18064,478,56,1,29.99,2025-06-19,29.99
18065,780,61,3,16.45,2025-09-14,49.35
18066,663,67,1,6.62,2024-12-01,6.62
18067,212,53,5,6.21,2024-07-13,31.05
18068,794,94,5,92.23,2024-03-27,461.15
18069,160,76,2,104.62,2025-02-16,209.24
18070,13,41,1,30.28,2024-03-09,30.28
